id,true_intent,pred_intent,escalation,reply,correctness,groundedness,helpfulness,tone,completeness,overall,reason
165,checkin_boarding,checkin_boarding,HUMAN,"Let's get you checked in. Let's sort check-in — please share your confirmation code and what error/message you see. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.310
166,loyalty_program,loyalty_program,AUTO-HANDLE,"Thanks for your loyalty — let's sort the account issue. I'll check the account — please share the AAdvantage number and which activity is missing. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.273
167,flight_delay_cancel,flight_delay_cancel,AUTO-HANDLE,"I'm sorry your flight was disrupted. I'm pulling up rebooking options for you — please share your record locator and whether you can accept an alternate connection. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.318
168,flight_delay_cancel,flight_delay_cancel,AUTO-HANDLE,"I'm sorry your flight was disrupted. I'm pulling up rebooking options for you — please share your record locator and whether you can accept an alternate connection. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.366
169,baggage_issue,baggage_issue,AUTO-HANDLE,"I'm sorry about the trouble with your bag. I'll help trace the bag — please share your baggage claim/file reference (e.g. DFWAA12345) and delivery address. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.326
170,customer_service,customer_service,AUTO-HANDLE,"I'm sorry about that experience. I'm sorry about that experience — please share flight/date and what happened so I can flag it properly. For reference, in similar cases we've typically responded like: ""@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.371
171,refund_compensation,refund_compensation,AUTO-HANDLE,"I understand you want an update on your refund/credit. I can check refund/voucher eligibility — please share your ticket number and the disrupted flight/date. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,4,4,4,heuristic: overlap=0.318
172,customer_service,customer_service,AUTO-HANDLE,"I'm sorry about that experience. I'm sorry about that experience — please share flight/date and what happened so I can flag it properly. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.343
173,flight_delay_cancel,flight_delay_cancel,AUTO-HANDLE,"I'm sorry your flight was disrupted. I'm pulling up rebooking options for you — please share your record locator and whether you can accept an alternate connection. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.410
174,loyalty_program,loyalty_program,AUTO-HANDLE,"Thanks for your loyalty — let's sort the account issue. I'll check the account — please share the AAdvantage number and which activity is missing. For reference, in similar cases we've typically responded like: ""@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.400
175,baggage_issue,baggage_issue,HUMAN,"I'm sorry about the trouble with your bag. I'll help trace the bag — please share your baggage claim/file reference (e.g. DFWAA12345) and delivery address. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",3,5,4,5,2,4,heuristic: overlap=0.333
176,seat_upgrade,seat_upgrade,AUTO-HANDLE,"Thanks for flagging the seat issue. I'll check seat options — please share your flight/date and preferred seat type. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.462
177,loyalty_program,loyalty_program,AUTO-HANDLE,"Thanks for your loyalty — let's sort the account issue. I'll check the account — please share the AAdvantage number and which activity is missing. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.342
178,flight_delay_cancel,website_app_issue,HUMAN,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",2,5,2,5,4,4,heuristic: overlap=0.280
179,website_app_issue,website_app_issue,AUTO-HANDLE,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.267
180,customer_service,flight_delay_cancel,HUMAN,"I'm sorry your flight was disrupted. I'm pulling up rebooking options for you — please share your record locator and whether you can accept an alternate connection. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",1,5,2,5,2,3,heuristic: overlap=0.410
181,baggage_issue,baggage_issue,AUTO-HANDLE,"I'm sorry about the trouble with your bag. I'll help trace the bag — please share your baggage claim/file reference (e.g. DFWAA12345) and delivery address. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.319
182,refund_compensation,refund_compensation,AUTO-HANDLE,"I understand you want an update on your refund/credit. I can check refund/voucher eligibility — please share your ticket number and the disrupted flight/date. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.340
183,booking_change,booking_change,AUTO-HANDLE,"Happy to help with that change. I can walk through change options — please share your confirmation code and new preferred date/time. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.293
184,flight_delay_cancel,website_app_issue,HUMAN,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",2,5,2,5,4,4,heuristic: overlap=0.280
185,baggage_issue,baggage_issue,HUMAN,"I'm sorry about the trouble with your bag. I'll help trace the bag — please share your baggage claim/file reference (e.g. DFWAA12345) and delivery address. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",3,5,4,5,2,4,heuristic: overlap=0.333
186,customer_service,customer_service,AUTO-HANDLE,"I'm sorry about that experience. I'm sorry about that experience — please share flight/date and what happened so I can flag it properly. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.333
187,customer_service,customer_service,AUTO-HANDLE,"I'm sorry about that experience. I'm sorry about that experience — please share flight/date and what happened so I can flag it properly. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.350
188,website_app_issue,website_app_issue,AUTO-HANDLE,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.250
189,flight_delay_cancel,flight_delay_cancel,AUTO-HANDLE,"I'm sorry your flight was disrupted. I'm pulling up rebooking options for you — please share your record locator and whether you can accept an alternate connection. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.308
190,booking_change,flight_status_info,AUTO-HANDLE,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",2,5,2,5,4,4,heuristic: overlap=0.341
191,customer_service,customer_service,AUTO-HANDLE,"I'm sorry about that experience. I'm sorry about that experience — please share flight/date and what happened so I can flag it properly. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.343
192,checkin_boarding,checkin_boarding,AUTO-HANDLE,"Let's get you checked in. Let's sort check-in — please share your confirmation code and what error/message you see. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.317
193,booking_change,booking_change,AUTO-HANDLE,"Happy to help with that change. I can walk through change options — please share your confirmation code and new preferred date/time. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.295
194,booking_change,booking_change,AUTO-HANDLE,"Happy to help with that change. I can walk through change options — please share your confirmation code and new preferred date/time. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.293
195,flight_delay_cancel,flight_delay_cancel,HUMAN,"I'm sorry your flight was disrupted. I'm pulling up rebooking options for you — please share your record locator and whether you can accept an alternate connection. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.378
196,website_app_issue,website_app_issue,AUTO-HANDLE,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.250
197,checkin_boarding,checkin_boarding,AUTO-HANDLE,"Let's get you checked in. Let's sort check-in — please share your confirmation code and what error/message you see. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.368
198,booking_change,flight_status_info,AUTO-HANDLE,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",2,5,2,5,4,4,heuristic: overlap=0.400
199,refund_compensation,refund_compensation,AUTO-HANDLE,"I understand you want an update on your refund/credit. I can check refund/voucher eligibility — please share your ticket number and the disrupted flight/date. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.368
200,website_app_issue,website_app_issue,AUTO-HANDLE,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.333
