conversation_id,customer_message,agent_response,timestamp
kb-checkin_boarding-9,@AmericanAir check-in kiosk at LHR rejected my passport for AA123,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-17T12:00:00Z
kb-customer_service-35,"@AmericanAir on hold 2 hours then hung up, need help with AA45",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-06T20:00:00Z
kb-booking_change-29,"@AmericanAir on standby for AA334 at MIA, how do I confirm?",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-25T15:00:00Z
kb-seat_upgrade-11,@AmericanAir moved from window to middle on AA67 without asking,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-01T20:00:00Z
kb-flight_delay_cancel-17,"@AmericanAir my flight AA45 from PHX to LHR was cancelled, what are my options?",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-11T02:00:00Z
kb-baggage_issue-35,"@AmericanAir bag delayed 2 days from AA908, need it delivered to hotel",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-06T06:00:00Z
kb-loyalty_program-45,@AmericanAir gold status not showing on booking ABC559 for AA789,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-15T13:00:00Z
kb-flight_delay_cancel-32,"@AmericanAir diverted to MIA on AA908, now what? no staff here",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-08T12:00:00Z
kb-refund_compensation-41,"@AmericanAir cancelled flight cost me hotel, will you compensate?","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-05T18:00:00Z
kb-refund_compensation-30,"@AmericanAir cancelled flight cost me hotel, will you compensate?",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-05T05:00:00Z
kb-flight_status_info-42,@AmericanAir will AA908 make up time? showing 6 hours late,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-23T16:00:00Z
kb-flight_status_info-9,@AmericanAir where is inbound aircraft for AA221?,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-05T08:00:00Z
kb-checkin_boarding-19,@AmericanAir gate changed from B12 to C40 with no announcement for AA334,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-21T06:00:00Z
kb-refund_compensation-46,@AmericanAir where is my refund for cancelled AA67? ticket ABC943,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-06T15:00:00Z
kb-website_app_issue-12,"@AmericanAir can't log in, password reset email never arrives",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-21T22:00:00Z
kb-baggage_issue-5,@AmericanAir baggage claim line at MIA is hours long after AA123,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-10T14:00:00Z
kb-customer_service-18,@AmericanAir your phone team gave wrong info about AA789 twice,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-24T18:00:00Z
kb-refund_compensation-13,"@AmericanAir voucher for AA334 never arrived, confirmation ABC685",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-15T09:00:00Z
kb-booking_change-39,"@AmericanAir trying to cancel reservation ABC193, site keeps failing",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-15T17:00:00Z
kb-loyalty_program-27,"@AmericanAir can't log in to AAdvantage, reset not working",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-06T10:00:00Z
kb-checkin_boarding-16,@AmericanAir boarding pass won't load for AA221 at MIA,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-16T18:00:00Z
kb-checkin_boarding-28,@AmericanAir boarding pass won't load for AA67 at DCA,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-09T23:00:00Z
kb-checkin_boarding-21,@AmericanAir boarding pass won't load for AA123 at DCA,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-14T12:00:00Z
kb-loyalty_program-8,@AmericanAir gold status not showing on booking ABC842 for AA1502,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-17T20:00:00Z
kb-booking_change-5,"@AmericanAir booked wrong date for AA123, need to fix to Friday",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-22T23:00:00Z
kb-baggage_issue-34,"@AmericanAir my bag never arrived at LAX on AA123, claim ABC485",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-15T19:00:00Z
kb-refund_compensation-9,@AmericanAir where is my refund for cancelled AA334? ticket ABC723,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-06T15:00:00Z
kb-customer_service-0,@AmericanAir your phone team gave wrong info about AA221 twice,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-05T23:00:00Z
kb-seat_upgrade-48,@AmericanAir moved from window to middle on AA789 without asking,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-18T20:00:00Z
kb-loyalty_program-48,"@AmericanAir can't log in to AAdvantage, reset not working",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-09T23:00:00Z
kb-checkin_boarding-1,@AmericanAir boarding pass won't load for AA45 at LAX,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-16T15:00:00Z
kb-booking_change-43,"@AmericanAir need to rebook AA67 due to emergency, what are fees?",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-19T07:00:00Z
kb-booking_change-1,"@AmericanAir trying to cancel reservation ABC141, site keeps failing",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-11T19:00:00Z
kb-baggage_issue-38,@AmericanAir my bag was opened and items missing after AA67,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-27T04:00:00Z
kb-booking_change-28,@AmericanAir can I switch from AA908 to an earlier flight today at DCA?,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-01T08:00:00Z
kb-flight_status_info-26,@AmericanAir what's the status of AA908 to DCA?,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-04T15:00:00Z
kb-checkin_boarding-4,@AmericanAir gate changed from B12 to C40 with no announcement for AA789,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-03T15:00:00Z
kb-flight_status_info-20,@AmericanAir what's the status of AA45 to MIA?,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-02T02:00:00Z
kb-website_app_issue-27,"@AmericanAir app crashes at payment for AA334, tried 3 times",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-28T08:00:00Z
kb-loyalty_program-18,@AmericanAir gold status not showing on booking ABC413 for AA908,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-10T14:00:00Z
kb-checkin_boarding-39,@AmericanAir boarding pass won't load for AA123 at PHX,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-14T04:00:00Z
kb-refund_compensation-0,@AmericanAir where is my refund for cancelled AA908? ticket ABC551,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-21T11:00:00Z
kb-customer_service-33,@AmericanAir your phone team gave wrong info about AA789 twice,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-15T14:00:00Z
kb-seat_upgrade-32,"@AmericanAir seat 26B on AA334 won't recline, broken",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-18T04:00:00Z
kb-refund_compensation-28,"@AmericanAir voucher for AA908 never arrived, confirmation ABC338",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-11T22:00:00Z
kb-loyalty_program-20,@AmericanAir miles from AA221 never posted to AAdvantage ABC760,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-08T03:00:00Z
kb-booking_change-2,@AmericanAir can I switch from AA221 to an earlier flight today at PHX?,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-14T18:00:00Z
kb-checkin_boarding-46,"@AmericanAir boarding group 5 but flight AA67 nearly empty, why?",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-12T08:00:00Z
kb-loyalty_program-37,@AmericanAir gold status not showing on booking ABC271 for AA45,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-20T06:00:00Z
kb-booking_change-37,"@AmericanAir booked wrong date for AA45, need to fix to Friday",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-16T07:00:00Z
kb-website_app_issue-47,"@AmericanAir app crashes at payment for AA123, tried 3 times",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-05T02:00:00Z
kb-flight_status_info-4,@AmericanAir will AA789 make up time? showing 90 minutes late,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-13T19:00:00Z
kb-loyalty_program-36,@AmericanAir missing 5000 miles from last month's flights,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-01T10:00:00Z
kb-booking_change-12,"@AmericanAir need to change my flight AA67 tomorrow to evening, options?",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-27T13:00:00Z
kb-baggage_issue-20,"@AmericanAir my bag never arrived at PHX on AA221, claim ABC245",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-10T23:00:00Z
kb-refund_compensation-17,@AmericanAir flight credit from AA45 doesn't work online,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-26T12:00:00Z
kb-flight_status_info-24,@AmericanAir what's the status of AA789 to MIA?,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-16T00:00:00Z
kb-booking_change-11,"@AmericanAir need to rebook AA221 due to emergency, what are fees?","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-09T06:00:00Z
kb-baggage_issue-8,"@AmericanAir my bag never arrived at MIA on AA908, claim ABC490",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-21T02:00:00Z
kb-refund_compensation-36,@AmericanAir where is my refund for cancelled AA334? ticket ABC155,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-06T20:00:00Z
kb-booking_change-10,"@AmericanAir trying to cancel reservation ABC160, site keeps failing",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-27T12:00:00Z
kb-website_app_issue-22,"@AmericanAir app crashes at payment for AA67, tried 3 times",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-16T06:00:00Z
kb-seat_upgrade-12,@AmericanAir moved from window to middle on AA334 without asking,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-25T17:00:00Z
kb-seat_upgrade-15,@AmericanAir upgrade didn't clear on AA123 though seats open in first,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-07T16:00:00Z
kb-loyalty_program-11,"@AmericanAir can't log in to AAdvantage, reset not working",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-08T15:00:00Z
kb-loyalty_program-49,@AmericanAir missing 5000 miles from last month's flights,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-23T21:00:00Z
kb-flight_delay_cancel-15,"@AmericanAir my flight AA334 from MIA to DCA was cancelled, what are my options?",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-24T10:00:00Z
kb-website_app_issue-39,"@AmericanAir can't log in, password reset email never arrives",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-11T08:00:00Z
kb-baggage_issue-48,"@AmericanAir my bag never arrived at LHR on AA221, claim ABC675","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-05T02:00:00Z
kb-loyalty_program-26,"@AmericanAir can't log in to AAdvantage, reset not working",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-02T22:00:00Z
kb-booking_change-30,"@AmericanAir booked wrong date for AA908, need to fix to Friday",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-27T02:00:00Z
kb-seat_upgrade-17,@AmericanAir upgrade didn't clear on AA45 though seats open in first,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-28T11:00:00Z
kb-website_app_issue-33,"@AmericanAir app crashes at payment for AA123, tried 3 times",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-02T04:00:00Z
kb-flight_delay_cancel-2,"@AmericanAir missed connection because AA45 was late into CLT, help",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-27T20:00:00Z
kb-seat_upgrade-29,@AmericanAir moved from window to middle on AA1502 without asking,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-08T12:00:00Z
kb-customer_service-7,"@AmericanAir on hold 2 hours then hung up, need help with AA908",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-24T20:00:00Z
kb-customer_service-14,@AmericanAir your phone team gave wrong info about AA334 twice,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-04T04:00:00Z
kb-checkin_boarding-47,@AmericanAir boarding pass won't load for AA789 at DCA,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-26T16:00:00Z
kb-refund_compensation-27,"@AmericanAir cancelled flight cost me hotel, will you compensate?",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-18T09:00:00Z
kb-refund_compensation-25,"@AmericanAir cancelled flight cost me hotel, will you compensate?",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-26T08:00:00Z
kb-website_app_issue-45,"@AmericanAir can't log in, password reset email never arrives",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-03T01:00:00Z
kb-flight_delay_cancel-16,"@AmericanAir my flight AA123 from DCA to LHR was cancelled, what are my options?",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-19T19:00:00Z
kb-customer_service-10,"@AmericanAir counter staff refused to help rebook AA334, terrible service","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-17T10:00:00Z
kb-website_app_issue-8,"@AmericanAir app crashes at payment for AA334, tried 3 times",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-04T01:00:00Z
kb-seat_upgrade-40,"@AmericanAir seat 32B on AA908 won't recline, broken",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-23T23:00:00Z
kb-loyalty_program-39,@AmericanAir missing 5000 miles from last month's flights,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-22T22:00:00Z
kb-baggage_issue-41,"@AmericanAir my bag never arrived at MIA on AA334, claim ABC116","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-27T20:00:00Z
kb-website_app_issue-26,@AmericanAir payment failed twice but card charged for AA221,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-20T23:00:00Z
kb-website_app_issue-1,@AmericanAir payment failed twice but card charged for AA1502,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-27T21:00:00Z
kb-loyalty_program-21,@AmericanAir miles from AA45 never posted to AAdvantage ABC305,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-07T22:00:00Z
kb-baggage_issue-32,@AmericanAir baggage claim line at MIA is hours long after AA221,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-27T04:00:00Z
kb-checkin_boarding-30,@AmericanAir gate changed from B12 to C40 with no announcement for AA334,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-25T16:00:00Z
kb-website_app_issue-9,@AmericanAir website errors when I try to manage booking ABC362,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-22T00:00:00Z
kb-refund_compensation-10,"@AmericanAir cancelled flight cost me hotel, will you compensate?",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-09T22:00:00Z
kb-refund_compensation-42,@AmericanAir flight credit from AA45 doesn't work online,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-06T08:00:00Z
kb-checkin_boarding-14,@AmericanAir gate changed from B12 to C40 with no announcement for AA123,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-27T07:00:00Z
kb-flight_status_info-1,@AmericanAir what's the status of AA67 to JFK?,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-21T20:00:00Z
kb-booking_change-7,"@AmericanAir on standby for AA1502 at MIA, how do I confirm?",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-12T14:00:00Z
kb-loyalty_program-19,@AmericanAir missing 5000 miles from last month's flights,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-09T12:00:00Z
kb-customer_service-20,"@AmericanAir on hold 2 hours then hung up, need help with AA908",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-23T20:00:00Z
kb-checkin_boarding-49,@AmericanAir boarding pass won't load for AA789 at CLT,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-03T17:00:00Z
kb-flight_delay_cancel-37,"@AmericanAir stuck in DFW, flight AA123 delayed 3 hours, going to miss my connection",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-25T11:00:00Z
kb-checkin_boarding-11,@AmericanAir check-in kiosk at CLT rejected my passport for AA1502,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-22T23:00:00Z
kb-loyalty_program-33,"@AmericanAir can't log in to AAdvantage, reset not working",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-23T14:00:00Z
kb-loyalty_program-7,"@AmericanAir can't log in to AAdvantage, reset not working",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-19T06:00:00Z
kb-seat_upgrade-1,@AmericanAir upgrade didn't clear on AA123 though seats open in first,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-13T07:00:00Z
kb-baggage_issue-1,"@AmericanAir my bag never arrived at MIA on AA45, claim ABC864",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-11T01:00:00Z
kb-website_app_issue-41,@AmericanAir website errors when I try to manage booking ABC417,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-21T12:00:00Z
kb-booking_change-6,"@AmericanAir booked wrong date for AA1502, need to fix to Friday",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-16T11:00:00Z
kb-refund_compensation-35,"@AmericanAir requested refund 3 weeks ago for AA221, no response",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-08T03:00:00Z
kb-seat_upgrade-3,"@AmericanAir seat 29F on AA45 won't recline, broken",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-04T09:00:00Z
kb-flight_delay_cancel-39,"@AmericanAir diverted to CLT on AA45, now what? no staff here",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-21T14:00:00Z
kb-website_app_issue-29,@AmericanAir website errors when I try to manage booking ABC304,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-11T13:00:00Z
kb-baggage_issue-42,"@AmericanAir suitcase came back broken on AA908, wheel ripped off",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-17T12:00:00Z
kb-booking_change-34,@AmericanAir can I switch from AA45 to an earlier flight today at DFW?,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-19T03:00:00Z
kb-booking_change-44,@AmericanAir can I switch from AA334 to an earlier flight today at MIA?,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-15T09:00:00Z
kb-baggage_issue-22,"@AmericanAir suitcase came back broken on AA45, wheel ripped off",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-07T09:00:00Z
kb-baggage_issue-4,@AmericanAir my bag was opened and items missing after AA1502,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-09T00:00:00Z
kb-baggage_issue-12,"@AmericanAir suitcase came back broken on AA789, wheel ripped off","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-22T00:00:00Z
kb-customer_service-5,"@AmericanAir counter staff refused to help rebook AA1502, terrible service",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-28T08:00:00Z
kb-checkin_boarding-35,"@AmericanAir boarding group 5 but flight AA67 nearly empty, why?",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-05T20:00:00Z
kb-baggage_issue-6,"@AmericanAir my bag never arrived at JFK on AA67, claim ABC434",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-27T05:00:00Z
kb-baggage_issue-2,"@AmericanAir bag delayed 2 days from AA67, need it delivered to hotel",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-16T18:00:00Z
kb-seat_upgrade-46,@AmericanAir paid for extra legroom on AA1502 but got middle seat,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-04T18:00:00Z
kb-customer_service-26,"@AmericanAir on hold 2 hours then hung up, need help with AA1502",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-07T13:00:00Z
kb-flight_delay_cancel-11,"@AmericanAir my flight AA789 from ORD to DFW was cancelled, what are my options?",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-22T15:00:00Z
kb-website_app_issue-25,"@AmericanAir can't log in, password reset email never arrives",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-25T12:00:00Z
kb-baggage_issue-23,"@AmericanAir suitcase came back broken on AA221, wheel ripped off",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-17T17:00:00Z
kb-flight_delay_cancel-42,"@AmericanAir you cancelled AA45 last minute in ORD, need rebooking tonight",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-13T22:00:00Z
kb-booking_change-40,"@AmericanAir on standby for AA334 at JFK, how do I confirm?",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-24T17:00:00Z
kb-flight_delay_cancel-26,"@AmericanAir stuck in ORD, flight AA334 delayed 2 hours, going to miss my connection",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-22T03:00:00Z
kb-customer_service-37,@AmericanAir agent at CLT was rude when I asked about AA67,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-07T14:00:00Z
kb-website_app_issue-36,@AmericanAir payment failed twice but card charged for AA334,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-10T07:00:00Z
kb-website_app_issue-24,"@AmericanAir app crashes at payment for AA908, tried 3 times",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-13T13:00:00Z
kb-refund_compensation-43,"@AmericanAir requested refund 3 weeks ago for AA221, no response",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-10T08:00:00Z
kb-loyalty_program-2,"@AmericanAir can't log in to AAdvantage, reset not working","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-11T00:00:00Z
kb-loyalty_program-13,@AmericanAir missing 5000 miles from last month's flights,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-06T08:00:00Z
kb-flight_status_info-49,@AmericanAir will AA67 make up time? showing 45 minutes late,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-03T03:00:00Z
kb-flight_status_info-21,@AmericanAir what's the status of AA1502 to DCA?,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-28T21:00:00Z
kb-booking_change-25,@AmericanAir can I switch from AA221 to an earlier flight today at DCA?,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-28T11:00:00Z
kb-loyalty_program-30,"@AmericanAir can't log in to AAdvantage, reset not working","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-15T12:00:00Z
kb-seat_upgrade-24,@AmericanAir paid for extra legroom on AA334 but got middle seat,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-18T19:00:00Z
kb-baggage_issue-49,"@AmericanAir lost my luggage at DCA, no updates on tracker",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-26T11:00:00Z
kb-refund_compensation-2,"@AmericanAir voucher for AA789 never arrived, confirmation ABC108",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-24T03:00:00Z
kb-booking_change-13,"@AmericanAir on standby for AA67 at JFK, how do I confirm?",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-25T08:00:00Z
kb-customer_service-34,"@AmericanAir on hold 2 hours then hung up, need help with AA334",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-25T08:00:00Z
kb-booking_change-22,"@AmericanAir booked wrong date for AA123, need to fix to Friday",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-19T19:00:00Z
kb-baggage_issue-45,"@AmericanAir my bag never arrived at MIA on AA67, claim ABC717",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-09T20:00:00Z
kb-refund_compensation-33,"@AmericanAir requested refund 3 weeks ago for AA221, no response",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-10T00:00:00Z
kb-flight_status_info-48,@AmericanAir is AA908 on time out of LHR?,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-03T17:00:00Z
kb-website_app_issue-44,"@AmericanAir app crashes at payment for AA123, tried 3 times",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-12T20:00:00Z
kb-customer_service-24,@AmericanAir agent at PHX was rude when I asked about AA1502,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-20T05:00:00Z
kb-checkin_boarding-32,@AmericanAir gate changed from B12 to C40 with no announcement for AA789,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-27T23:00:00Z
